slide_id,fold,split,scale,class_id,concept_id,prompt_id,concept_text,evidence_score,prompt_weight,rank
2462478-B2,0,test,high,0,adeno_hobnail_high,8,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.21587279438972473,0.09234324842691422,5
2462478-B2,0,test,high,1,nonadeno_intercellular_bridges_high,1,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,0.2188112586736679,0.18289156258106232,1
2462478-B2,0,test,high,1,nonadeno_keratinization_high,0,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,0.20164676010608673,0.1540645956993103,2
2462478-B2,0,test,high,1,nonadeno_dense_eosinophilic_cytoplasm_high,6,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,0.18456408381462097,0.1293697953224182,3
2462478-B2,0,test,high,1,nonadeno_fibrosis_inflammation_high,9,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,0.13872379064559937,0.0814438983798027,4
2462478-B2,0,test,high,1,nonadeno_hamartoma_high,3,A high magnification histopathology image showing benign cartilage and respiratory epithelium in pulmonary hamartoma.,0.12480513751506805,0.07020352780818939,5
2462598-B,0,test,low,0,adeno_mucinous,5,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.04855560511350632,0.10692061483860016,1
2462598-B,0,test,low,0,adeno_alveolar_replacement_low,11,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.03323837369680405,0.09210625290870667,2
2462598-B,0,test,low,0,adeno_lepidic,0,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.026745669543743134,0.08621938526630402,3
2462598-B,0,test,low,0,adeno_glandular_infiltration_low,6,A low magnification histopathology image showing infiltrative gland-forming lung adenocarcinoma replacing alveolated lung parenchyma.,0.02462560310959816,0.08434678614139557,4
2462598-B,0,test,low,0,adeno_multifocal_glandular_low,9,A low magnification histopathology image showing multifocal irregular glandular proliferation consistent with lung adenocarcinoma.,0.024052342399954796,0.08326177299022675,5
2462598-B,0,test,low,1,nonadeno_hamartoma_low,2,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,0.09164142608642578,0.17532113194465637,1
2462598-B,0,test,low,1,nonadeno_fibroinflammatory_low,8,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,0.03477521240711212,0.09950792044401169,2
2462598-B,0,test,low,1,nonadeno_metastatic_low,5,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,0.0189628005027771,0.08467333018779755,3
2462598-B,0,test,low,1,nonadeno_solid_nests_low,10,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,0.017690468579530716,0.08266764879226685,4
2462598-B,0,test,low,1,nonadeno_inflammatory_low,3,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,0.0143418675288558,0.08080887794494629,5
2462598-B,0,test,high,0,adeno_atypical_glands_high,9,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.16471463441848755,0.11371093988418579,1
2462598-B,0,test,high,0,adeno_papillary_high,2,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.1571902483701706,0.10621523857116699,2
2462598-B,0,test,high,0,adeno_mucinous_high,4,A high magnification histopathology image showing adenocarcinoma cells with mucin production and mucinous cytoplasm.,0.15509766340255737,0.10402420908212662,3
2462598-B,0,test,high,0,adeno_fused_glands_high,10,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.15234480798244476,0.10119440406560898,4
2462598-B,0,test,high,0,adeno_micropapillary_high,3,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,0.1413194090127945,0.09087909013032913,5
2462598-B,0,test,high,1,nonadeno_hamartoma_high,3,A high magnification histopathology image showing benign cartilage and respiratory epithelium in pulmonary hamartoma.,0.16402742266654968,0.19384515285491943,1
2462598-B,0,test,high,1,nonadeno_chondromyxoid_matrix_high,8,A high magnification histopathology image showing chondromyxoid matrix and benign stromal elements in pulmonary hamartoma.,0.13382843136787415,0.1430133432149887,2
2462598-B,0,test,high,1,nonadeno_fibrosis_inflammation_high,9,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,0.0996050089597702,0.1027362272143364,3
2462598-B,0,test,high,1,nonadeno_chondroid_matrix_high,11,A high magnification histopathology image showing chondroid or myxochondroid matrix characteristic of hamartomatous morphology.,0.09443113207817078,0.0964953824877739,4
2462598-B,0,test,high,1,nonadeno_inflammatory_high,4,"A high magnification histopathology image showing inflammatory cells, granulomas, or fibrosis without adenocarcinoma morphology.",0.07793658971786499,0.08298768103122711,5
2462637-B2,0,test,low,0,adeno_mucinous,5,A low magnification histopathology image showing mucinous lung adenocarcinoma with extracellular mucin pools.,0.17507916688919067,0.09851716458797455,1
2462637-B2,0,test,low,0,adeno_alveolar_replacement_low,11,A low magnification histopathology image showing atypical adenocarcinoma glands replacing pre-existing alveolar structures.,0.17457449436187744,0.09841690212488174,2
2462637-B2,0,test,low,0,adeno_lepidic,0,A low magnification histopathology image showing lung adenocarcinoma with lepidic growth pattern.,0.16506940126419067,0.08939285576343536,3
2462637-B2,0,test,low,0,adeno_cribriform_low,10,A low magnification histopathology image showing lung adenocarcinoma with cribriform glandular architecture.,0.16333580017089844,0.08948283642530441,4
2462637-B2,0,test,low,0,adeno_glandular_infiltration_low,6,A low magnification histopathology image showing infiltrative gland-forming lung adenocarcinoma replacing alveolated lung parenchyma.,0.16192540526390076,0.08656046539545059,5
2462637-B2,0,test,low,1,nonadeno_hamartoma_low,2,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,0.15864822268486023,0.16943493485450745,1
2462637-B2,0,test,low,1,nonadeno_solid_nests_low,10,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,0.11089996248483658,0.10382481664419174,2
2462637-B2,0,test,low,1,nonadeno_metastatic_low,5,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,0.10523104667663574,0.09921257942914963,3
2462637-B2,0,test,low,1,nonadeno_fibroinflammatory_low,8,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,0.08909894526004791,0.08471191674470901,4
2462637-B2,0,test,low,1,nonadeno_inflammatory_low,3,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,0.08308941125869751,0.07946716994047165,5
2462637-B2,0,test,high,0,adeno_papillary_high,2,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,0.2170005440711975,0.12624475359916687,1
2462637-B2,0,test,high,0,adeno_atypical_glands_high,9,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,0.205086350440979,0.11127771437168121,2
2462637-B2,0,test,high,0,adeno_micropapillary_high,3,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,0.19848380982875824,0.10519608855247498,3
2462637-B2,0,test,high,0,adeno_fused_glands_high,10,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,0.19182558357715607,0.09815061837434769,4
2462637-B2,0,test,high,0,adeno_hobnail_high,8,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,0.17304711043834686,0.08142736554145813,5
2462637-B2,0,test,high,1,nonadeno_hamartoma_high,3,A high magnification histopathology image showing benign cartilage and respiratory epithelium in pulmonary hamartoma.,0.10535500198602676,0.11544241011142731,1
2462637-B2,0,test,high,1,nonadeno_fibrosis_inflammation_high,9,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,0.09142842888832092,0.10137589275836945,2
2462637-B2,0,test,high,1,nonadeno_intercellular_bridges_high,1,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,0.08453445136547089,0.09539251029491425,3
2462637-B2,0,test,high,1,nonadeno_keratinization_high,0,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,0.08227766305208206,0.09327532351016998,4
2462637-B2,0,test,high,1,nonadeno_chondromyxoid_matrix_high,8,A high magnification histopathology image showing chondromyxoid matrix and benign stromal elements in pulmonary hamartoma.,0.0765601396560669,0.08637440204620361,5
