low_concept_id,low_concept_text,high_concept_id,high_concept_text,source_node_id,target_node_id,co_occurrence_count,co_occurrence_rate,mean_joint_evidence,correct_count,incorrect_count,dominant_conflict_type,high_scale_override_rate,wrong_class_drift_rate,example_slides
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,adeno_hobnail_high,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,low_concept::nonadeno_metastatic_low,high_concept::adeno_hobnail_high,43,0.22164948453608246,7.045265855378694e-05,42,1,high_scale_dominant_correct,1.0,0.0,"[""2460641-B2"", ""2461671-B2"", ""2461677-B2"", ""2462637-B2"", ""2463656-B2"", ""2465243-B2"", ""2465568-B2"", ""2466923-B2"", ""2468796-B3"", ""2469004-B2"", ""2469496-B"", ""2469569-B2""]"
nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_chondroid_matrix_high,A high magnification histopathology image showing chondroid or myxochondroid matrix characteristic of hamartomatous morphology.,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_chondroid_matrix_high,42,0.21649484536082475,0.0010588301285095701,38,4,consistent_correct_support,0.0,0.09523809523809523,"[""2471884-B2"", ""2483850-B2"", ""2487053-B2"", ""2487558-B2"", ""2488050-B3"", ""25001929B3"", ""25015422B"", ""25016031B2"", ""25017355B4"", ""25017923B"", ""25021277B4"", ""25022013B""]"
nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,nonadeno_chondroid_matrix_high,A high magnification histopathology image showing chondroid or myxochondroid matrix characteristic of hamartomatous morphology.,low_concept::nonadeno_fibroinflammatory_low,high_concept::nonadeno_chondroid_matrix_high,41,0.211340206185567,1.6520250051081072e-05,37,4,consistent_correct_support,0.0,0.0975609756097561,"[""2471884-B2"", ""2483850-B2"", ""2487053-B2"", ""2487558-B2"", ""25001929B3"", ""25015422B"", ""25016031B2"", ""25017355B4"", ""25017923B"", ""25021277B4"", ""25022013B"", ""25023687B4""]"
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,low_concept::nonadeno_metastatic_low,high_concept::nonadeno_intercellular_bridges_high,38,0.1958762886597938,0.004652724032089606,34,4,weak_or_mixed_conflict,0.0,0.10526315789473684,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2469029-B2"", ""2469927-B2"", ""2471957-B"", ""2473534-B2"", ""2473621-B3"", ""2484727-B2"", ""2487053-B2"", ""2487274-B2""]"
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,low_concept::nonadeno_metastatic_low,high_concept::nonadeno_keratinization_high,38,0.1958762886597938,0.0006760869427926031,34,4,weak_or_mixed_conflict,0.0,0.10526315789473684,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2469029-B2"", ""2469927-B2"", ""2471957-B"", ""2473534-B2"", ""2473621-B3"", ""2484727-B2"", ""2487053-B2"", ""2487274-B2""]"
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,low_concept::nonadeno_metastatic_low,high_concept::nonadeno_dense_eosinophilic_cytoplasm_high,38,0.1958762886597938,0.0004608450679506027,34,4,weak_or_mixed_conflict,0.0,0.10526315789473684,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2469029-B2"", ""2469927-B2"", ""2471957-B"", ""2473534-B2"", ""2473621-B3"", ""2484727-B2"", ""2487053-B2"", ""2487274-B2""]"
nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,nonadeno_chondroid_matrix_high,A high magnification histopathology image showing chondroid or myxochondroid matrix characteristic of hamartomatous morphology.,low_concept::nonadeno_benign_reactive_low,high_concept::nonadeno_chondroid_matrix_high,37,0.19072164948453607,2.8926145437259085e-06,33,4,consistent_correct_support,0.0,0.10810810810810811,"[""2471884-B2"", ""2487053-B2"", ""2487558-B2"", ""2488050-B3"", ""25001929B3"", ""25015422B"", ""25016031B2"", ""25017355B4"", ""25017923B"", ""25021277B4"", ""25022013B"", ""25023687B4""]"
nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,adeno_mucinous_high,A high magnification histopathology image showing adenocarcinoma cells with mucin production and mucinous cytoplasm.,low_concept::nonadeno_hamartoma_low,high_concept::adeno_mucinous_high,32,0.16494845360824742,0.0011524198231741885,31,1,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460960-B"", ""2462598-B"", ""2463647-B2"", ""2464548-B"", ""2469033-B2"", ""2473218-B3"", ""2474337-B3"", ""2474638-B3"", ""2475022-B"", ""2482056-B4""]"
nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,adeno_mucinous_high,A high magnification histopathology image showing adenocarcinoma cells with mucin production and mucinous cytoplasm.,low_concept::nonadeno_fibroinflammatory_low,high_concept::adeno_mucinous_high,32,0.16494845360824742,2.6010181133015843e-05,31,1,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460960-B"", ""2462598-B"", ""2463647-B2"", ""2464548-B"", ""2469033-B2"", ""2473218-B3"", ""2474337-B3"", ""2474638-B3"", ""2475022-B"", ""2482056-B4""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,nonadeno_sarcomatoid_high,A high magnification histopathology image showing spindle-shaped malignant tumor cells.,low_concept::nonadeno_inflammatory_low,high_concept::nonadeno_sarcomatoid_high,32,0.16494845360824742,5.1768975594618876e-06,29,3,consistent_correct_support,0.0,0.09375,"[""2468673-B2"", ""2469029-B2"", ""2483850-B2"", ""2485275-B2"", ""2486687-B3"", ""2487274-B2"", ""2488769-B2"", ""25001929B3"", ""25014124B2"", ""25015052B3"", ""25015087B2"", ""25015622B2""]"
nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,adeno_hobnail_high,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,low_concept::nonadeno_benign_reactive_low,high_concept::adeno_hobnail_high,30,0.15463917525773196,4.777186656892181e-05,28,2,high_scale_dominant_correct,1.0,0.0,"[""2460641-B2"", ""2461671-B2"", ""2461677-B2"", ""2465568-B2"", ""2466923-B2"", ""2469004-B2"", ""2471237-B2"", ""2471963-B"", ""2474150-B3"", ""2475126-B2"", ""2477541-B2"", ""2477949-B2""]"
nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,nonadeno_sarcomatoid_high,A high magnification histopathology image showing spindle-shaped malignant tumor cells.,low_concept::nonadeno_solid_nests_low,high_concept::nonadeno_sarcomatoid_high,30,0.15463917525773196,1.5713544692311353e-05,25,5,weak_or_mixed_conflict,0.0,0.16666666666666666,"[""2461700-B2"", ""2468673-B2"", ""2469029-B2"", ""2469927-B2"", ""2485275-B2"", ""2486687-B3"", ""2487274-B2"", ""2488769-B2"", ""25001929B3"", ""25013629B6"", ""25014124B2"", ""25015052B3""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,nonadeno_chondroid_matrix_high,A high magnification histopathology image showing chondroid or myxochondroid matrix characteristic of hamartomatous morphology.,low_concept::nonadeno_inflammatory_low,high_concept::nonadeno_chondroid_matrix_high,30,0.15463917525773196,4.444947917640771e-06,27,3,consistent_correct_support,0.0,0.1,"[""2471884-B2"", ""2483850-B2"", ""2487558-B2"", ""25001929B3"", ""25017355B4"", ""25021277B4"", ""25025087B"", ""25026144B2"", ""25026499B3"", ""25026782B3"", ""25027181B3"", ""25028514B""]"
nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,nonadeno_sarcomatoid_high,A high magnification histopathology image showing spindle-shaped malignant tumor cells.,low_concept::nonadeno_benign_reactive_low,high_concept::nonadeno_sarcomatoid_high,30,0.15463917525773196,2.4073543990903135e-06,26,4,consistent_correct_support,0.0,0.13333333333333333,"[""2461700-B2"", ""2468673-B2"", ""2469927-B2"", ""2473212-B4"", ""2485275-B2"", ""2486687-B3"", ""25001929B3"", ""25013629B6"", ""25015052B3"", ""25015191B3"", ""25017923B"", ""25023687B2""]"
nonadeno_sarcomatoid_low,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.,nonadeno_intercellular_bridges_high,A high magnification histopathology image showing squamous cell carcinoma with intercellular bridges.,low_concept::nonadeno_sarcomatoid_low,high_concept::nonadeno_intercellular_bridges_high,29,0.14948453608247422,0.004244156178150625,27,2,consistent_correct_support,0.0,0.034482758620689655,"[""2471884-B2"", ""2473212-B4"", ""2483850-B2"", ""25015191B3"", ""25016031B2"", ""25020556B4"", ""25022013B"", ""25025076B"", ""25025087B"", ""25025954B3"", ""25026144B2"", ""25026782B3""]"
nonadeno_sarcomatoid_low,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.,nonadeno_keratinization_high,A high magnification histopathology image showing squamous cell carcinoma with keratinization and keratin pearls.,low_concept::nonadeno_sarcomatoid_low,high_concept::nonadeno_keratinization_high,29,0.14948453608247422,0.0006759604361950598,27,2,consistent_correct_support,0.0,0.034482758620689655,"[""2471884-B2"", ""2473212-B4"", ""2483850-B2"", ""25015191B3"", ""25016031B2"", ""25020556B4"", ""25022013B"", ""25025076B"", ""25025087B"", ""25025954B3"", ""25026144B2"", ""25026782B3""]"
nonadeno_sarcomatoid_low,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.,nonadeno_dense_eosinophilic_cytoplasm_high,A high magnification histopathology image showing squamous carcinoma cells with dense eosinophilic cytoplasm and distinct cell borders.,low_concept::nonadeno_sarcomatoid_low,high_concept::nonadeno_dense_eosinophilic_cytoplasm_high,28,0.14432989690721648,0.0003299076637062285,26,2,consistent_correct_support,0.0,0.03571428571428571,"[""2471884-B2"", ""2473212-B4"", ""2483850-B2"", ""25015191B3"", ""25016031B2"", ""25020556B4"", ""25022013B"", ""25025076B"", ""25025087B"", ""25025954B3"", ""25026144B2"", ""25026782B3""]"
nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,adeno_mucinous_high,A high magnification histopathology image showing adenocarcinoma cells with mucin production and mucinous cytoplasm.,low_concept::nonadeno_solid_nests_low,high_concept::adeno_mucinous_high,28,0.14432989690721648,3.093599341174814e-05,28,0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460960-B"", ""2462598-B"", ""2463647-B2"", ""2464548-B"", ""2469033-B2"", ""2474337-B3"", ""2474638-B3"", ""2475022-B"", ""2482056-B4"", ""2482896-B2""]"
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,adeno_mucinous_high,A high magnification histopathology image showing adenocarcinoma cells with mucin production and mucinous cytoplasm.,low_concept::nonadeno_metastatic_low,high_concept::adeno_mucinous_high,26,0.13402061855670103,3.604878592241262e-05,26,0,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2460628-B2"", ""2460960-B"", ""2462598-B"", ""2463647-B2"", ""2464548-B"", ""2469033-B2"", ""2474337-B3"", ""2474638-B3"", ""2475022-B"", ""2482056-B4"", ""2487146-B2""]"
nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_spindle_atypia_high,A high magnification histopathology image showing atypical spindle tumor cells without gland formation or mucin production.,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_spindle_atypia_high,23,0.11855670103092783,0.0009420935492233238,19,4,consistent_correct_support,0.0,0.17391304347826086,"[""2465396-B2"", ""2473621-B3"", ""2485275-B2"", ""2487274-B2"", ""2490978B2"", ""25009756B2"", ""25013629B6"", ""25015052B3"", ""25015087B2"", ""25015191B3"", ""25016031B2"", ""25020556B4""]"
nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,nonadeno_spindle_atypia_high,A high magnification histopathology image showing atypical spindle tumor cells without gland formation or mucin production.,low_concept::nonadeno_fibroinflammatory_low,high_concept::nonadeno_spindle_atypia_high,23,0.11855670103092783,1.0760717676058825e-05,19,4,consistent_correct_support,0.0,0.17391304347826086,"[""2465396-B2"", ""2473621-B3"", ""2485275-B2"", ""2487274-B2"", ""2490978B2"", ""25009756B2"", ""25013629B6"", ""25015052B3"", ""25015087B2"", ""25015191B3"", ""25016031B2"", ""25020556B4""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,adeno_hobnail_high,A high magnification histopathology image showing hobnail-like adenocarcinoma cells lining alveolar spaces.,low_concept::nonadeno_inflammatory_low,high_concept::adeno_hobnail_high,22,0.1134020618556701,4.7248988239181676e-05,22,0,high_scale_dominant_correct,1.0,0.0,"[""2462637-B2"", ""2463656-B2"", ""2468796-B3"", ""2469496-B"", ""2469569-B2"", ""2469849-B2"", ""2473549-B"", ""2474150-B3"", ""2474739-B2"", ""2475349-B2"", ""2476252-B2"", ""2477541-B2""]"
nonadeno_sarcomatoid_low,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.,nonadeno_chondroid_matrix_high,A high magnification histopathology image showing chondroid or myxochondroid matrix characteristic of hamartomatous morphology.,low_concept::nonadeno_sarcomatoid_low,high_concept::nonadeno_chondroid_matrix_high,22,0.1134020618556701,2.749491801006359e-06,21,1,consistent_correct_support,0.0,0.045454545454545456,"[""2471884-B2"", ""2483850-B2"", ""25016031B2"", ""25022013B"", ""25025087B"", ""25026144B2"", ""25026782B3"", ""25027131B2"", ""25027181B3"", ""25028014B7"", ""25028514B"", ""25028738B2""]"
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,nonadeno_sarcomatoid_high,A high magnification histopathology image showing spindle-shaped malignant tumor cells.,low_concept::nonadeno_metastatic_low,high_concept::nonadeno_sarcomatoid_high,21,0.10824742268041238,1.8799920220462324e-05,18,3,weak_or_mixed_conflict,0.0,0.14285714285714285,"[""2461700-B2"", ""2469029-B2"", ""2469927-B2"", ""2487274-B2"", ""2488769-B2"", ""25013629B6"", ""25014124B2"", ""25015087B2"", ""25015622B2"", ""25017355B1"", ""25017923B"", ""25021260B2""]"
nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,nonadeno_chondroid_matrix_high,A high magnification histopathology image showing chondroid or myxochondroid matrix characteristic of hamartomatous morphology.,low_concept::nonadeno_solid_nests_low,high_concept::nonadeno_chondroid_matrix_high,21,0.10824742268041238,1.2223291740217916e-05,18,3,consistent_correct_support,0.0,0.14285714285714285,"[""2487053-B2"", ""2487558-B2"", ""2488050-B3"", ""25001929B3"", ""25015422B"", ""25017355B4"", ""25017923B"", ""25021277B4"", ""25022013B"", ""25023687B4"", ""25026499B3"", ""25028014B7""]"
nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_fibrosis_inflammation_high,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_fibrosis_inflammation_high,19,0.0979381443298969,0.0011859223523499453,19,0,weak_or_mixed_conflict,0.0,0.0,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2469927-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3"", ""2484727-B2"", ""2486687-B3"", ""2490978B2""]"
nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,nonadeno_fibrosis_inflammation_high,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,low_concept::nonadeno_fibroinflammatory_low,high_concept::nonadeno_fibrosis_inflammation_high,19,0.0979381443298969,6.502726486762385e-05,19,0,weak_or_mixed_conflict,0.0,0.0,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2469927-B2"", ""2471957-B"", ""2473212-B4"", ""2473534-B2"", ""2473621-B3"", ""2484727-B2"", ""2486687-B3"", ""2490978B2""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,adeno_mucinous_high,A high magnification histopathology image showing adenocarcinoma cells with mucin production and mucinous cytoplasm.,low_concept::nonadeno_inflammatory_low,high_concept::adeno_mucinous_high,18,0.09278350515463918,1.3792024369604095e-05,17,1,high_scale_dominant_correct,1.0,0.0,"[""2460239-B2"", ""2462598-B"", ""2463647-B2"", ""2464548-B"", ""2469033-B2"", ""2474337-B3"", ""2474638-B3"", ""2482896-B2"", ""2487146-B2"", ""2487237-B2"", ""2490860B2"", ""25012785B2""]"
nonadeno_organoid_neuroendocrine_low,A low magnification histopathology image showing organoid nests and trabeculae consistent with neuroendocrine morphology.,adeno_papillary_high,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,low_concept::nonadeno_organoid_neuroendocrine_low,high_concept::adeno_papillary_high,17,0.08762886597938144,0.0007695876532989769,17,0,high_scale_dominant_correct,1.0,0.0,"[""2460628-B2"", ""2465243-B2"", ""2475011-B2"", ""2475022-B"", ""2477809-B3"", ""2483211-B2"", ""2483846-B"", ""2484791-B3"", ""2486833-B2"", ""25012253B3"", ""25014217B3"", ""25017211B2""]"
nonadeno_organoid_neuroendocrine_low,A low magnification histopathology image showing organoid nests and trabeculae consistent with neuroendocrine morphology.,adeno_atypical_glands_high,A high magnification histopathology image showing atypical gland-forming tumor cells with pseudostratified nuclei.,low_concept::nonadeno_organoid_neuroendocrine_low,high_concept::adeno_atypical_glands_high,17,0.08762886597938144,0.0005209853571765061,17,0,high_scale_dominant_correct,1.0,0.0,"[""2460628-B2"", ""2465243-B2"", ""2475011-B2"", ""2475022-B"", ""2477809-B3"", ""2483211-B2"", ""2483846-B"", ""2484791-B3"", ""2486833-B2"", ""25012253B3"", ""25014217B3"", ""25017211B2""]"
nonadeno_organoid_neuroendocrine_low,A low magnification histopathology image showing organoid nests and trabeculae consistent with neuroendocrine morphology.,adeno_fused_glands_high,A high magnification histopathology image showing fused back-to-back adenocarcinoma glands with little intervening stroma.,low_concept::nonadeno_organoid_neuroendocrine_low,high_concept::adeno_fused_glands_high,17,0.08762886597938144,0.00012417473157477746,17,0,high_scale_dominant_correct,1.0,0.0,"[""2460628-B2"", ""2465243-B2"", ""2475011-B2"", ""2475022-B"", ""2477809-B3"", ""2483211-B2"", ""2483846-B"", ""2484791-B3"", ""2486833-B2"", ""25012253B3"", ""25014217B3"", ""25017211B2""]"
nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,nonadeno_fibrosis_inflammation_high,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,low_concept::nonadeno_solid_nests_low,high_concept::nonadeno_fibrosis_inflammation_high,17,0.08762886597938144,6.845929735892935e-05,17,0,weak_or_mixed_conflict,0.0,0.0,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2469927-B2"", ""2471957-B"", ""2473534-B2"", ""2473621-B3"", ""2484727-B2"", ""2486687-B3"", ""2490978B2"", ""25009756B2""]"
nonadeno_solid_nests_low,A low magnification histopathology image showing solid non-gland-forming tumor nests without adenocarcinoma-type acinar structures.,nonadeno_spindle_atypia_high,A high magnification histopathology image showing atypical spindle tumor cells without gland formation or mucin production.,low_concept::nonadeno_solid_nests_low,high_concept::nonadeno_spindle_atypia_high,17,0.08762886597938144,1.466078481131945e-05,13,4,weak_or_mixed_conflict,0.0,0.23529411764705882,"[""2465396-B2"", ""2473621-B3"", ""2485275-B2"", ""2487274-B2"", ""2490978B2"", ""25009756B2"", ""25013629B6"", ""25015052B3"", ""25015087B2"", ""25021640B3"", ""25023687B2"", ""25023690B3""]"
nonadeno_sarcomatoid_low,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.,nonadeno_sarcomatoid_high,A high magnification histopathology image showing spindle-shaped malignant tumor cells.,low_concept::nonadeno_sarcomatoid_low,high_concept::nonadeno_sarcomatoid_high,17,0.08762886597938144,2.0862552253215273e-06,17,0,consistent_correct_support,0.0,0.0,"[""2473212-B4"", ""2483850-B2"", ""25015191B3"", ""25020556B4"", ""25025087B"", ""25025954B3"", ""25028014B7"", ""25028514B"", ""25028738B2"", ""25029425B"", ""25029425B2"", ""25030750B2""]"
nonadeno_organoid_neuroendocrine_low,A low magnification histopathology image showing organoid nests and trabeculae consistent with neuroendocrine morphology.,adeno_micropapillary_high,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,low_concept::nonadeno_organoid_neuroendocrine_low,high_concept::adeno_micropapillary_high,16,0.08247422680412371,0.00022457275130606194,16,0,high_scale_dominant_correct,1.0,0.0,"[""2460628-B2"", ""2465243-B2"", ""2475011-B2"", ""2475022-B"", ""2477809-B3"", ""2483211-B2"", ""2483846-B"", ""2484791-B3"", ""2486833-B2"", ""25012253B3"", ""25014217B3"", ""25017211B2""]"
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,nonadeno_fibrosis_inflammation_high,A high magnification histopathology image showing fibrosis and chronic inflammatory infiltrates without adenocarcinoma cells.,low_concept::nonadeno_metastatic_low,high_concept::nonadeno_fibrosis_inflammation_high,16,0.08247422680412371,7.243381152283102e-05,16,0,weak_or_mixed_conflict,0.0,0.0,"[""2461700-B2"", ""2462478-B2"", ""2463127-B3"", ""2465396-B2"", ""2469927-B2"", ""2471957-B"", ""2473534-B2"", ""2473621-B3"", ""2484727-B2"", ""2490978B2"", ""25009756B2"", ""25015622B2""]"
nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_chondromyxoid_matrix_high,A high magnification histopathology image showing chondromyxoid matrix and benign stromal elements in pulmonary hamartoma.,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_chondromyxoid_matrix_high,14,0.07216494845360824,0.0010880268933251805,13,1,consistent_correct_support,0.0,0.0,"[""2487053-B2"", ""25021277B4"", ""25025076B"", ""25026782B3"", ""25027131B2"", ""25027181B3"", ""25030334B2"", ""25030988B4"", ""25045625B3"", ""25045829B2"", ""25046631B2"", ""25049999B2""]"
nonadeno_fibroinflammatory_low,A low magnification histopathology image showing a fibroinflammatory lung lesion with scarring and no malignant gland formation.,nonadeno_chondromyxoid_matrix_high,A high magnification histopathology image showing chondromyxoid matrix and benign stromal elements in pulmonary hamartoma.,low_concept::nonadeno_fibroinflammatory_low,high_concept::nonadeno_chondromyxoid_matrix_high,14,0.07216494845360824,1.6711365688850444e-05,13,1,consistent_correct_support,0.0,0.0,"[""2487053-B2"", ""25021277B4"", ""25025076B"", ""25026782B3"", ""25027131B2"", ""25027181B3"", ""25030334B2"", ""25030988B4"", ""25045625B3"", ""25045829B2"", ""25046631B2"", ""25049999B2""]"
nonadeno_inflammatory_low,A low magnification histopathology image showing inflammatory or granulomatous lung lesion without malignant glandular structures.,nonadeno_spindle_atypia_high,A high magnification histopathology image showing atypical spindle tumor cells without gland formation or mucin production.,low_concept::nonadeno_inflammatory_low,high_concept::nonadeno_spindle_atypia_high,14,0.07216494845360824,6.6317783504061415e-06,12,2,consistent_correct_support,0.0,0.14285714285714285,"[""2473621-B3"", ""2485275-B2"", ""2487274-B2"", ""25009756B2"", ""25015052B3"", ""25015087B2"", ""25020556B4"", ""25021640B3"", ""25023690B3"", ""25025954B3"", ""25029425B"", ""25030998B2""]"
nonadeno_hamartoma_low,A low magnification histopathology image showing pulmonary hamartoma with cartilage and benign mesenchymal components.,nonadeno_hamartoma_high,A high magnification histopathology image showing benign cartilage and respiratory epithelium in pulmonary hamartoma.,low_concept::nonadeno_hamartoma_low,high_concept::nonadeno_hamartoma_high,13,0.06701030927835051,0.001053029195250263,9,4,weak_or_mixed_conflict,0.0,0.23076923076923078,"[""2462478-B2"", ""2471884-B2"", ""2471957-B"", ""2473534-B2"", ""2484727-B2"", ""2487558-B2"", ""2488050-B3"", ""25015422B"", ""25017355B4"", ""25022013B"", ""25025076B"", ""25049999B2""]"
nonadeno_sarcomatoid_low,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.,adeno_papillary_high,A high magnification histopathology image showing adenocarcinoma cells lining fibrovascular cores.,low_concept::nonadeno_sarcomatoid_low,high_concept::adeno_papillary_high,13,0.06701030927835051,0.0009513467630444587,10,3,high_scale_dominant_correct,1.0,0.0,"[""2471959-B2"", ""2471963-B"", ""2473218-B3"", ""2474150-B3"", ""2477189-B3"", ""2477977-B3"", ""2483993-B2"", ""25014684B"", ""25019273B"", ""25025510B3"", ""25027290B2"", ""25027723B4""]"
nonadeno_sarcomatoid_low,A low magnification histopathology image showing sarcomatoid carcinoma with spindle cell morphology.,adeno_micropapillary_high,A high magnification histopathology image showing small floating clusters of adenocarcinoma cells without fibrovascular cores.,low_concept::nonadeno_sarcomatoid_low,high_concept::adeno_micropapillary_high,13,0.06701030927835051,0.00022393117339108748,10,3,high_scale_dominant_correct,1.0,0.0,"[""2471959-B2"", ""2471963-B"", ""2473218-B3"", ""2474150-B3"", ""2477189-B3"", ""2477977-B3"", ""2483993-B2"", ""25014684B"", ""25019273B"", ""25025510B3"", ""25027290B2"", ""25027723B4""]"
nonadeno_metastatic_low,A low magnification histopathology image showing metastatic tumor in the lung without primary lung adenocarcinoma morphology.,nonadeno_spindle_atypia_high,A high magnification histopathology image showing atypical spindle tumor cells without gland formation or mucin production.,low_concept::nonadeno_metastatic_low,high_concept::nonadeno_spindle_atypia_high,13,0.06701030927835051,2.135161435945522e-05,10,3,weak_or_mixed_conflict,0.0,0.23076923076923078,"[""2465396-B2"", ""2473621-B3"", ""2487274-B2"", ""2490978B2"", ""25009756B2"", ""25013629B6"", ""25015087B2"", ""25021640B3"", ""25023687B2"", ""25023690B3"", ""25023961B2"", ""25023977B2""]"
nonadeno_benign_reactive_low,A low magnification histopathology image showing benign reactive lung tissue changes without adenocarcinoma morphology.,nonadeno_spindle_atypia_high,A high magnification histopathology image showing atypical spindle tumor cells without gland formation or mucin production.,low_concept::nonadeno_benign_reactive_low,high_concept::nonadeno_spindle_atypia_high,13,0.06701030927835051,3.348492587401594e-06,10,3,consistent_correct_support,0.0,0.23076923076923078,"[""2465396-B2"", ""2485275-B2"", ""2490978B2"", ""25013629B6"", ""25015052B3"", ""25015191B3"", ""25016031B2"", ""25023687B2"", ""25023961B2"", ""25023977B2"", ""25025954B3"", ""25029737B2""]"
